epoch,train_loss,val_macro_f1_at_0.5
50,0.1559598979074508,0.9132326139088729
51,0.15809333918150514,0.9031462384780639
52,0.15990944486111403,0.9046078047168363
53,0.16948796715587378,0.9093026403975876
54,0.15512206230778247,0.9096379256940709
55,0.1491818418726325,0.9104843362861894
56,0.1440484116319567,0.9117706762520698
57,0.15544959856197238,0.9032789644666632
58,0.14323110517580062,0.908040869228568
59,0.1514410744421184,0.9129800307219661
60,0.1483758131507784,0.9099322313862584
61,0.146019515581429,0.9138108747044917
62,0.135839159716852,0.916814322628276
63,0.14368755649775267,0.908605072463768
64,0.1424571117386222,0.9093337804605411
65,0.13946959772147238,0.9108133619462088
66,0.1464190740371123,0.9132056737588652
67,0.14581681392155588,0.9178963761605271
68,0.14472920447587967,0.9097796051672353
69,0.13979176711291075,0.9185390070921985
70,0.1370992452139035,0.9185390070921985
71,0.15593995759263635,0.9137223446880673
72,0.13548960885964334,0.9169032568112084
73,0.14037141448352486,0.9161263086795003
74,0.1330406634369865,0.9211361502347417
75,0.13215912622399628,0.9156142759094029
76,0.12903458427172154,0.9184329288097558
77,0.12539446033770218,0.9129800307219661
78,0.13863096898421645,0.9185390070921985
79,0.13882798934355378,0.9234089282262706
80,0.13026960170827806,0.9175078489499292
81,0.12155989621533081,0.9209925636051816
82,0.12190098047722131,0.9174109786245078
83,0.13115699321497232,0.9163667041619797
84,0.12311162461992353,0.9175552870877265
85,0.12274076836183667,0.9207746830388338
86,0.11892717913724482,0.9168161950770646
87,0.11758932797238231,0.9128865444427529
88,0.1355938483029604,0.9169714639959273
89,0.11519007047172636,0.9214173139705055
90,0.10981380438897759,0.9160619032724132
91,0.11630578117910773,0.9237327188940091
92,0.1263232136843726,0.9200924324500718
93,0.12335100769996643,0.9196491742879966
94,0.132310320623219,0.9149261967448784
95,0.1370980772189796,0.914720435428006
96,0.11344067368190736,0.9263669640814459
97,0.11554021807387471,0.9265837140727781
98,0.1210135686560534,0.9218306737588652
99,0.10790805472061038,0.9199157910425516
100,0.11291555059142411,0.9237400630676561
101,0.10369766829535365,0.9292056737588652
102,0.1155280766543001,0.9283528870485392
103,0.12049388058949262,0.9280687740119443
104,0.10837946296669543,0.9229692293451816
105,0.10523717605974525,0.9262479871175523
106,0.11750552675221115,0.9261980891477295
107,0.12061538384296,0.9308879643785093
108,0.12061007670126855,0.9282905197581067
109,0.10285049106460065,0.9282465992097748
110,0.09738487581489608,0.9288359788359788
111,0.10884102713316679,0.9266675983241126
112,0.11273150227498263,0.9262802094017406
113,0.09847393492236733,0.9266045932127701
114,0.08970700390636921,0.9219054667195278
115,0.09540914685931057,0.9288359788359788
116,0.12193220038898289,0.9248940107835812
117,0.11073412536643445,0.9282793209876542
118,0.0964906215085648,0.9310651737008326
119,0.10090318811126053,0.9285902591975589
120,0.10052825196180493,0.9301777216219854
121,0.11134904343634844,0.9351712292002147
122,0.10255968722049147,0.9335952426689139
123,0.09194917290005833,0.9276830979660716
124,0.10304240928962827,0.9301854449119528
125,0.09452566143590957,0.9357500405697237
126,0.09771440469194204,0.933310394553998
127,0.10516137711238116,0.933310394553998
128,0.09862420218996704,0.9381065576235424
129,0.09836830559652299,0.9265287769784173
130,0.0928285833215341,0.9309191226953276
131,0.08808850438799709,0.9304878696183044
132,0.08979976252885535,0.9300195993031358
133,0.09563842881470919,0.9308497646327383
134,0.1037751323892735,0.9382495590828923
135,0.0960795292048715,0.9316735500569365
136,0.09172595269046724,0.9272718958910624
137,0.08606577012687922,0.9359956305808533
138,0.09042620874242857,0.9321105232216343
139,0.09068866982124746,0.9317314441130023
140,0.09445608500391245,0.9344567762956929
141,0.08744987449608743,0.9357771842249867
142,0.08734179119346663,0.9369675968301697
143,0.09882679884321988,0.9379419963808872
144,0.09170461836038157,0.9379419963808872
145,0.08798285678494722,0.937648033126294
146,0.08503161335829645,0.9379419963808872
147,0.0894941701553762,0.9285498273890381
148,0.08934970007976517,0.9364016824446436
149,0.0900052433134988,0.9414571378890627
150,0.1032465233001858,0.9409876543209875
151,0.09385308832861483,0.940854261035616
152,0.07958753244020045,0.9321695079997031
153,0.09119832661235705,0.9340503964045851
154,0.09390849393093958,0.9359482842422474
155,0.08694080507848412,0.9357500405697237
156,0.08559039188548923,0.9321362233696832
157,0.07780128647573292,0.9368766404199474
158,0.07881077151978388,0.9365143643534889
159,0.09792186802951619,0.9410484445945438
160,0.09263409973937087,0.933310394553998
161,0.08987703005550429,0.9358100820930556
162,0.09321959887165576,0.9320338006529671
163,0.08300588827114552,0.9335952426689139
164,0.08826379128731787,0.9409876543209875
165,0.09228116762824357,0.9453496135942032
166,0.07448378507979214,0.9452035886818496
167,0.06741228967439383,0.939806306507589
168,0.08827350990031846,0.9410484445945438
169,0.09232019248884171,0.947743271221532
170,0.07663391320966184,0.9451396398409223
171,0.08967138984007761,0.9407145362868289
172,0.07701802614610642,0.940504562533548
173,0.07679402874782681,0.947743271221532
174,0.08464405918493867,0.9436024844720498
175,0.08063187723746523,0.94099885309144
176,0.07552716106874868,0.9328984567519721
177,0.06630054139532149,0.9423439409161912
178,0.06700325373094529,0.9368614183036241
179,0.09991598385386169,0.9408067855473184
180,0.0794984491658397,0.94099885309144
181,0.08214616251643747,0.9388850116226038
182,0.06709935556864366,0.9247648837812149
183,0.07379997725365683,0.9358433449559372
184,0.0779661486740224,0.9399606299212598
185,0.06748938609962352,0.9471401039857356
186,0.07550758880097419,0.9394417910558025
187,0.07084372354438528,0.9379648799938655
188,0.06097580408095382,0.9384479717813051
189,0.07784360437653959,0.9356543209876542
190,0.08214569429401308,0.9384479717813051
191,0.07987236592452973,0.934222619668629
192,0.06826655234908685,0.9431459277022826
193,0.08353481075027958,0.9414410525233837
194,0.07265896807075478,0.9343339307048985
