id,miner,rust,phoma,split,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10,PC11,PC12
15,0,0,0,train,7.6643105,-2.733605,2.6705484,11.944488,5.0408854,-0.17994308,5.1201787,7.7831154,-4.991487,0.14207946,-3.8501992,-1.2857058
1485,0,1,0,train,6.312575,4.571177,2.409688,1.079601,2.5818372,7.5456495,4.152438,7.755408,-0.62823415,-1.6323279,1.012254,2.7390976
916,0,0,0,train,12.953934,-2.8947651,1.2065902,-2.65357,-4.815006,-4.388174,-4.5571766,-1.2318379,6.2829533,-1.1871455,1.797512,-3.9688349
1031,0,1,0,train,5.2769623,-3.5880446,-10.583245,-5.9311104,5.9697676,2.0244393,2.0647213,-1.8460609,10.789406,1.810804,-0.0028992852,-2.4626958
627,0,0,1,train,-23.26889,0.21150759,-3.6090646,9.355572,9.870024,-15.990044,-5.4818616,1.0481173,1.7507687,-10.690149,0.93460083,6.2369876
348,0,0,1,train,-18.266283,-8.726077,4.3629394,-1.4203178,-3.669761,1.7761469,0.9315199,4.6476912,2.4620545,0.7635099,-1.0478767,6.3348
383,0,0,1,train,-7.530491,-4.763337,7.72528,-2.9532056,-1.3744123,2.6759384,3.1366765,1.2377756,3.9463472,3.6872141,-4.2966256,2.487842
344,0,0,1,train,-18.309858,2.5301516,-4.027517,1.0950222,-11.629682,-13.120999,2.3051987,-7.237352,-3.3011596,-4.052473,-0.36146864,16.379122
1010,1,0,0,train,-2.236616,0.2817544,-4.5579195,-3.9243262,6.7101636,-4.2260237,7.178573,3.9747267,3.614772,-2.5596266,-5.1141376,6.7202635
1353,1,0,0,train,5.489812,-2.8575492,-5.4108586,15.867837,-2.2068813,4.396189,3.8373454,-3.3225415,0.5178651,3.5509536,4.3278165,-2.7708495
979,1,0,0,train,4.746448,3.9469824,-10.430032,-7.865304,0.2997892,-0.5047633,1.8582809,2.1899233,5.212688,-0.9505005,-2.2158055,-3.1548417
147,0,1,0,train,10.785707,-5.6235647,3.9847684,5.2638106,2.2245328,1.8410836,5.3591723,8.187805,-1.9271423,-5.131182,5.2761674,2.6370811
962,0,1,0,train,8.9645605,3.6167395,-10.0042095,0.94881046,-3.8802414,4.0398335,-5.0546455,1.8778867,3.6850355,7.5130086,-5.4362416,3.3313816
897,0,1,0,train,10.635685,-7.482073,-9.225023,2.8619738,-5.8124413,-0.12338171,-3.697626,9.350968,7.798441,4.758812,-7.1971755,-1.8977736
1046,1,0,0,train,-1.8082092,8.092098,-10.216739,-7.573995,0.35820562,-2.834658,4.0137315,-8.053244,5.367674,-1.5755931,-3.490422,-1.0712243
238,1,0,0,train,5.248798,-10.761021,-12.092016,10.448359,-9.371804,1.6938827,6.4841146,1.7638866,-4.4978385,-5.098398,-3.7209651,1.1802627
822,0,0,1,train,-17.051413,-1.2636437,9.577623,0.50383353,-6.6012735,-0.7335231,2.5103483,3.9366248,4.412529,7.1767445,4.6899505,-0.8675926
1364,0,0,0,train,5.003627,5.2689257,11.323624,11.155924,14.158335,4.751222,-0.90104395,-9.533706,6.671458,-0.67156017,2.5335727,4.5266337
1480,1,0,0,train,-1.7138621,-1.1335958,-3.5072954,3.5384457,16.102322,4.3413024,0.13083713,-2.0907922,1.2337656,-6.014005,-6.2323637,2.399782
1337,1,0,0,train,-9.643157,-6.6119046,-16.254185,23.37522,-2.682452,10.91064,1.8842813,-9.465401,4.258515,2.0196617,-2.4307668,-5.565106
750,0,0,0,train,7.9272776,-17.680775,2.5172718,3.7360232,-5.891018,-2.484439,0.98794484,2.3841856,-4.3830485,-1.4279786,1.2646221,-3.7524707
337,0,0,1,train,-9.784362,-12.677786,7.224845,2.5725458,-2.2722156,1.6891899,1.1039618,8.652885,2.763644,4.124806,2.3722541,-2.3736856
401,0,0,1,train,-15.262029,-3.014203,1.9253048,-7.008853,7.1220393,2.9362698,-2.0696,-3.2407832,-0.99839526,-2.6633403,-5.5193725,1.262505
1008,1,0,0,train,-1.6367135,4.231401,-3.1100874,-3.36061,6.3402658,-4.6554933,6.5599647,4.1404696,3.7660778,-2.0826645,-4.947138,8.116737
1075,1,0,0,train,-5.135605,11.828112,-4.4960613,-5.8824954,-1.0581714,-6.3450027,11.081937,-3.7570224,5.927891,-1.0467706,0.090655066,0.4472701
320,0,0,1,train,-18.746944,-6.2550225,5.513017,-1.6391972,1.039848,4.627274,-7.476559,3.3959756,-2.8709736,-1.4230006,-5.1574426,4.0063725
657,0,0,1,train,-5.1912103,10.575086,11.9151,-0.9407687,8.756634,3.524331,-7.9949174,-8.621141,8.3472805,-9.103599,-2.464418,-3.2292528
385,0,0,1,train,-17.018042,-6.294065,1.5482775,1.7145007,7.420911,1.0678446,1.9809463,-0.9140718,-1.5211961,3.58315,-6.2118583,0.87425035
1077,0,0,0,train,8.778271,-8.1666355,2.7113256,-2.5483441,5.3147273,-8.007493,0.7864251,-2.3603365,3.046544,2.5520523,-1.566135,-3.311124
1522,0,1,0,train,0.5832785,-6.6843967,-1.1829444,3.5865753,3.489166,-0.2628659,6.9461646,1.2632469,-4.079816,-0.67259175,-1.3974059,1.7471498
820,0,0,1,train,-14.96575,-2.8878353,9.893351,-0.7217204,-5.8285933,-0.6543061,3.1171334,3.6471229,3.7889092,5.6936784,4.2004395,-0.37903944
136,0,1,0,train,-0.3706867,2.371091,-3.870863,6.1957674,6.9477143,7.955202,6.5410733,3.1163206,-1.4226397,-1.6750752,7.9676147,-1.9057019
647,0,0,1,train,-0.7682188,2.9426477,4.7789288,-3.1185236,2.0791914,-6.7918777,6.861613,-0.98839957,-0.7875868,2.9009943,-1.209372,-4.5443964
1402,0,0,0,train,10.465723,27.105536,7.034984,16.572668,-1.8722318,-0.37544262,-10.827969,-2.7446644,2.8751483,1.5164711,-7.3608027,3.2488632
770,0,1,0,train,9.387228,-6.348672,6.12464,-5.477292,-2.067523,-3.5477624,3.729151,-2.8847008,-4.7970095,0.88359356,7.109814,3.1427562
422,0,0,1,train,-25.727331,-3.5755794,-5.8594203,2.0657628,4.5900555,-10.519614,-3.8533518,2.2573123,-0.3334334,-5.0674596,4.3265343,4.0562606
1362,1,1,0,train,9.149527,-6.149259,-10.518135,6.2473645,-5.3881774,7.888021,5.449381,-4.461331,-2.7686753,-2.8588362,3.206842,1.8425419
304,0,0,1,train,-15.519909,12.245959,8.192256,-3.7984276,-11.361601,-2.3201041,2.9792027,0.032539885,0.85011494,-5.1553426,-6.150307,2.5759115
1586,0,0,0,train,7.8276477,-10.821553,3.1660268,0.55418414,3.8748832,1.7899944,-4.6601677,-6.125948,-8.357915,0.86127377,-5.721318,4.5648136
1420,0,0,0,train,-8.1119,-13.691946,-0.8403707,3.662171,9.18876,4.8126307,-8.484226,-4.9492483,-0.7862122,8.611158,-1.893834,1.99245
287,0,0,1,train,-11.876111,-3.816584,8.48614,-3.2672973,-5.1891737,-2.3462782,-2.9925952,0.07993463,-0.64781785,0.8429781,-0.1055351,-0.45123652
958,1,0,0,train,10.468598,-5.938575,-5.4468412,-1.5164163,-5.7295265,-4.213949,3.0614321,1.1359653,6.879854,-3.9288633,-1.0437131,-2.1905375
653,0,0,1,train,-13.084532,1.4185407,1.8953531,-7.786511,-12.311561,-0.60389805,8.0102415,-2.5661416,-1.4503486,-1.5097752,1.5811429,3.9229121
421,0,0,1,train,-34.76455,5.4798903,-14.127652,6.886779,5.45481,-25.795357,-6.771413,3.4876633,-6.737326,-8.956288,9.071493,11.069747
166,0,1,0,train,6.516147,-1.5271984,5.3507485,-2.9033802,1.7417561,9.352064,3.4368308,3.1391883,-2.5899312,-6.3753743,11.629083,0.33385706
1556,0,1,0,train,3.8052578,7.5993676,1.0530044,1.8177372,10.862027,7.634825,6.7032313,8.208686,10.2931795,-2.0227604,2.7029378,0.37986207
480,0,0,1,train,-28.358837,13.710448,-4.066863,3.1845846,0.62662446,-3.5917885,-3.1771305,6.8581033,3.305315,-14.797773,5.0262876,-6.357342
121,1,0,0,train,2.7859116,-8.204939,-5.909692,-0.36132765,-5.794368,2.702779,4.290097,-1.2124048,-7.8004456,-4.2156305,-0.30994496,-2.045219
1496,1,0,0,train,-3.396422,-4.084907,-14.0078125,0.84443045,8.89448,6.9133687,1.1082977,-0.74963564,1.7084641,0.62190866,-3.7661479,-0.4041866
163,0,1,0,train,15.106519,-4.7615232,-0.87517107,3.9843795,-5.241808,2.988014,-1.8686947,-1.6630005,-9.891878,-7.707768,2.3877325,6.7287703
357,0,0,1,train,-14.258651,7.4547844,10.505178,-1.5182176,-5.3965135,6.1684484,3.4092016,0.36192828,0.92790383,-0.68749315,2.1319585,-4.6999903
161,0,1,0,train,15.28799,-3.266367,0.8895029,2.680888,-3.6836956,1.6073157,-2.5569696,-2.607746,-9.207313,-6.8610525,2.287304,6.6935816
1309,1,0,0,train,4.1399894,27.340162,-4.798309,14.340071,-9.357614,1.8074746,-0.88820404,-15.624267,-0.6044167,5.5674167,7.800018,-1.7602279
937,1,1,0,train,8.336991,6.6999426,-8.787192,-7.2110705,0.45209578,-2.6100206,4.3601475,8.009506,3.8190737,10.730458,-1.5936344,0.6701467
321,0,0,1,train,-14.580823,-10.974894,6.567859,-4.2601395,5.669994,1.8346529,-11.5508,-3.4888713,-8.614439,8.338878,6.0906825,1.078114
1097,0,0,0,train,9.910156,1.168913,4.101084,-9.603984,4.4255414,-11.172126,-3.274896,-0.26526895,3.6102614,1.9243048,0.6876594,-3.2813654
43,1,0,0,train,3.1235864,-12.436256,-7.5852494,3.3534067,-3.3896234,3.3862536,5.090272,2.684959,-5.2979236,-4.338724,-6.062637,1.0258572
255,0,0,1,train,-9.797734,-5.528558,7.7064085,4.09594,-6.068919,1.1647071,7.5564685,3.1404817,0.35997868,4.6122518,-2.2867045,-0.17485413
391,0,0,1,train,-9.17746,-6.982348,5.9139857,-2.999414,-3.9551086,2.8159974,1.0101198,-0.123592146,7.82335,-2.725605,-2.1889107,3.7063737
974,1,0,0,train,8.334153,6.9826856,-2.7474446,-10.346341,-10.374196,-2.028134,-1.764535,-5.819205,7.077514,-2.2268324,-0.24987744,0.91179377
1503,1,0,0,train,0.15945593,-7.165959,1.4972626,-2.5147798,1.7337456,6.171594,4.386483,-0.049912598,-0.7231339,2.6566868,-4.3120213,1.3920403
1406,0,0,0,train,13.661939,2.6084838,9.780025,9.390463,7.935881,-0.14948384,-7.3576603,-8.154492,-5.0185504,-0.8983091,-0.9437069,6.3691
1490,0,1,0,train,2.825135,-14.738802,-7.7662725,-4.2283206,3.6332405,3.7996345,-5.532601,-0.12720461,0.9844881,1.1697308,-3.7724833,0.6883776
188,0,0,0,train,16.345877,1.4103192,1.1257286,5.944849,-5.2397265,-2.4711044,1.5115366,-3.0724225,-5.0459976,-2.6056957,-1.8622174,0.85484755
753,0,0,0,train,18.278492,9.926422,6.377466,14.723138,-13.809467,-5.692229,-3.7754173,-2.8057451,4.059448,3.5892155,1.9039127,-0.63322717
305,0,0,1,train,-9.165678,7.910408,8.138163,-6.589885,-9.432992,-3.8962371,-0.31438717,-6.0524917,-2.6982157,3.2714624,8.557584,2.05092
1446,1,1,0,train,-10.994842,27.861624,-20.227903,10.800615,5.5817065,-7.032395,-1.8051641,12.514873,-2.2271643,-1.0518124,4.6088753,-14.163282
244,0,0,1,train,-18.164692,0.73935145,-0.008489537,6.738767,-9.220746,-9.983957,2.1035025,-0.48099086,1.9803531,-0.17122573,-4.796063,11.959842
677,0,0,1,train,-11.49755,-8.191989,-1.5762836,-2.0176902,-5.145109,1.4480124,3.6807756,-2.6579878,5.4160514,4.926421,3.6468878,-0.85487115
328,0,0,1,train,-26.467957,-2.8597739,-5.278694,8.773635,10.04076,-11.53072,-12.91273,7.153898,-2.8086286,-7.677371,5.25517,-4.733035
701,0,0,0,train,13.493631,-8.888417,4.13763,3.9133818,-4.1143456,0.77461576,-2.2339923,3.1067562,2.75839,-8.275578,1.9363865,1.2235063
721,0,0,0,train,5.844763,-9.885689,8.042463,6.172816,6.7332315,-3.9715729,5.141525,1.885782,6.914374,0.14955136,1.5605363,-0.6894859
851,0,0,0,train,10.43752,-6.847962,4.839426,-5.690123,1.927605,-8.297535,3.644286,5.186102,1.1365222,-2.209539,1.3966705,-4.8738637
680,0,0,1,train,-10.1131735,-4.0078707,-5.725343,9.074621,-1.5059257,-6.322632,11.347125,-6.4262714,3.9423602,7.571801,-1.1470406,-0.84175324
607,0,0,1,train,-15.048282,1.1679815,-1.4487042,-9.2763605,8.066917,1.5818187,-6.9884305,-1.1820498,-3.4116948,-4.1696105,-4.9102535,-8.121508
813,0,0,0,train,9.422613,-2.5091488,2.1998732,15.477094,-5.176065,-3.6818755,1.3601441,2.327689,11.236737,2.9257457,-2.61536,-2.6616542
601,0,0,1,train,-4.148781,-7.3565435,4.4475927,-2.3430393,3.3165097,2.3383977,2.1261106,1.033854,0.48569396,3.4858372,-5.5657663,-0.0860003
640,0,0,1,train,-12.611774,-9.159931,-4.873704,-0.7738917,-1.6487106,-4.8156185,0.26312688,-6.877156,-9.319424,2.3226352,-0.82937163,0.3544683
824,0,0,0,train,12.070089,2.8668694,5.084345,-1.2972643,0.68101525,-12.356702,-3.9589524,3.4539468,-2.0344496,1.0293273,-4.831424,-6.205267
1040,0,1,0,train,4.6746173,11.840763,-7.0435324,-5.605863,-0.69091856,0.86108184,4.455418,5.469803,-4.623531,4.753088,-2.1740904,-0.79507905
27,1,0,0,train,-6.7998214,7.602881,-3.9186141,2.9110575,0.5380247,3.5337608,6.854549,0.81002396,-8.911819,9.556271,-9.420596,-0.005547056
1054,1,0,0,train,-13.379997,4.220165,-5.75901,-7.639377,2.1381285,-3.4925106,6.495574,-3.2080529,3.0368578,-4.0635138,-4.863505,-4.6888413
602,0,0,1,train,-3.7234082,-3.2397,6.5508766,-3.4169989,0.7644636,2.6395001,1.4210719,0.58783233,-1.0626447,3.312516,-6.9659257,-0.40147302
704,1,1,0,train,2.5733464,14.407736,-5.4514537,-11.424165,2.783624,3.9249852,3.0698082,1.4689312,0.25672185,1.4730937,-1.4115446,1.8164054
151,0,1,0,train,3.7564714,14.946781,-2.1792362,-0.33030298,8.061688,14.790717,4.8196096,-7.654646,-9.5518875,-6.554957,10.546256,5.926022
178,0,1,0,train,4.0695286,-14.592571,2.3405879,2.8313549,-1.3434963,4.0471325,2.7351232,6.3714094,-1.6180378,-2.50972,-1.5868869,-1.0944651
1509,0,1,0,train,17.570868,4.114628,-1.597886,-2.617087,2.6659708,-2.0400388,-10.575397,8.650514,1.1413139,-5.168688,3.2521539,3.4160867
288,0,0,1,train,-20.350351,-4.769291,-0.75521183,-0.9403553,-0.9732433,0.8319432,-1.4267077,-0.9270507,-3.022725,-2.6299844,-5.8917646,1.6320013
861,0,0,0,train,8.612843,-10.806588,4.363033,-8.130494,-2.4436162,-8.136731,-2.5893843,-3.0440521,-6.405744,0.9553887,1.3736749,-3.5211656
1311,1,0,0,train,0.876386,26.198126,-5.11365,14.658765,-9.537836,2.2048876,-0.19199659,-16.3242,-0.0006196657,4.87707,5.9556646,-5.0724
827,0,0,0,train,11.502694,3.9857185,2.979464,4.203304,2.770688,-12.281437,-0.93503034,4.718991,0.21109983,4.406961,-6.068226,-7.919815
1530,0,1,0,train,4.5658,-8.755696,-2.272777,-0.3798254,-0.05369566,4.736621,8.148419,8.681842,-1.0231684,-2.0055048,1.6160898,0.74203587
673,0,0,1,train,-8.241483,15.171898,12.66934,-14.174074,-9.5344515,7.9521356,-10.305763,-1.7929202,1.9745507,-4.6600895,0.07514214,-6.454569
368,0,0,1,train,-6.706341,-2.6806068,9.583225,1.7697564,-0.1794277,1.885048,-0.1908221,1.2839464,1.3861686,-0.5417143,-0.041952327,-1.5713468
899,0,1,0,train,10.773515,-6.0837827,-9.001644,2.9037092,-4.673525,-0.48541027,-4.4418473,9.481571,6.3624825,5.1434793,-7.449033,-1.8427986
829,1,0,0,train,-11.500233,3.511168,-18.77098,-5.0537195,5.423547,-11.866478,-8.882152,-3.5629706,-6.0715337,-0.52025485,8.42579,-15.85322
429,0,0,1,train,-15.434628,-3.0997524,5.2202005,0.3803244,-3.3514688,1.3911922,4.724862,3.3343043,3.2020752,1.0555775,-0.62165576,-0.75991577
954,1,0,0,train,-3.288458,-0.51428616,-3.8359213,-5.895328,0.835496,0.28499892,1.3329716,-4.383834,6.8324866,-1.0631483,1.6770476,-4.8361006
1413,0,0,0,train,10.329833,19.032753,7.7742734,27.282934,0.52197605,2.2898946,-1.4278111,1.4318539,3.8314307,-1.4668114,-5.2867727,0.8487545
928,1,0,0,train,2.6967006,-4.3434486,3.0384083,-8.731888,1.4824516,-2.2090237,0.4791346,-0.08712572,4.156287,0.5875364,-1.127966,-2.6363606
1316,0,0,0,train,16.49845,9.974402,-8.909676,24.284254,-10.707784,2.7186651,-12.06814,-18.267323,-3.6794524,5.8250794,16.985638,2.2588382
1087,1,0,0,train,3.632047,-1.9550861,-7.290709,-4.733954,-2.7122388,-4.094644,0.61299235,4.363661,8.4610615,4.319685,-3.8983827,-4.4747562
1381,0,0,0,train,13.284996,-1.2813902,-0.058458023,6.8805113,5.754315,2.8966608,-4.1321406,-8.021025,-0.31324062,-2.501326,1.5949349,4.983881
661,0,0,1,train,0.17926459,-10.236705,6.2739744,-0.48240966,0.3988446,2.9850497,-1.5339528,-2.7004023,4.038357,2.2425578,-1.6972618,0.3827531
729,0,0,1,train,-0.5632345,6.4093394,10.474593,-2.6175916,-5.685568,-5.801052,7.4128346,-3.2200577,-0.3343326,4.730963,7.2681704,-1.5784653
1501,1,0,0,train,1.452991,-5.291713,2.699597,-2.592984,2.2913258,5.8960238,2.808154,-1.2161713,-1.8884288,2.5834131,-5.603497,1.1799592
410,0,0,1,train,-26.166178,21.374918,8.989918,3.5283294,-11.367217,-3.265217,-4.428041,1.9110203,1.5127338,-17.00091,-10.532231,7.06312
1554,0,1,0,train,9.644018,-16.26997,-6.543368,1.9865327,-9.369061,10.106769,-5.0855184,1.7832627,1.5576012,-6.753622,-1.243927,1.2806743
1514,0,1,0,train,3.5692956,-9.559734,-3.1980493,-6.9571867,4.9375215,1.951442,-2.3498774,2.2126396,-2.358062,-0.7219117,-1.467743,-2.6245599
1484,0,1,0,train,1.3045009,-7.593387,0.24885838,-0.4614383,5.6249003,4.8554626,6.8485675,2.9782414,-0.6868232,1.6823478,6.271414,0.019044712
1499,1,0,0,train,-0.7611091,-5.0958977,-15.225823,0.04511536,9.172524,7.6598387,-1.2877007,0.4730831,3.475279,-2.4476914,-6.5038557,2.6998255
497,0,0,1,train,-5.1097527,12.673687,20.44508,-0.75377065,-4.4568796,5.8027873,-2.8688304,2.644868,-1.7953062,-2.2328925,-5.3706837,1.1577142
209,0,0,0,train,7.8723536,-15.5758,-3.3649793,7.495006,-8.231068,1.6699742,-0.4878819,3.8591466,-2.3099635,-0.14727603,-6.0748577,-2.9326231
1346,1,0,0,train,-5.3345146,3.408133,-18.123737,27.135042,-3.586479,10.598348,-12.266011,-1.7138064,-1.8916432,-2.822238,-1.022987,-7.6453247
196,0,0,0,train,14.460422,-13.606357,0.046126585,5.0203304,-10.400396,-2.4823372,-1.8045175,0.6180275,-5.8447127,-0.8850578,2.0576427,-4.8883824
5,0,0,0,train,12.70653,3.5322711,9.465166,4.0317726,1.828909,-4.926688,1.6482856,3.2574158,-9.606792,2.2923424,-7.083266,1.1937314
705,1,1,0,train,-1.9637883,20.113665,-14.246605,-5.9050455,5.6074405,2.473572,4.436805,1.5335965,1.9438916,10.623284,4.324852,3.0376172
1072,1,0,0,train,-0.09722735,-0.5785743,-3.3850844,-9.2473955,3.429048,-6.5873313,7.760954,-2.7975285,4.977816,-0.66040564,2.5667944,-3.6028044
1029,0,1,0,train,4.582491,-4.544033,-9.602732,-6.2238193,6.1719747,1.7263086,1.36554,-1.7328434,8.657735,2.3917875,-0.42199817,-3.0673735
282,0,0,1,train,-18.519224,-2.6402946,7.8284197,0.020751225,-0.27924576,6.957182,-8.956774,6.556849,-3.8936691,7.4806056,9.551994,-0.80662364
400,0,0,1,train,-11.866722,-4.8667374,5.8932395,-6.621785,8.665659,3.5735404,-2.5653965,-3.6113973,0.97455585,-0.9419611,-4.6080666,-1.4201291
221,1,0,0,train,4.9777036,-8.121258,1.6605054,-4.808473,5.748432,-0.2477337,3.9746182,-1.1287333,-1.6539311,-5.2452583,1.3091254,-0.5303632
931,1,0,0,train,-8.248363,0.76234293,-7.788859,-1.7806515,2.826043,-7.860984,3.2253215,-1.1354343,1.7788386,-1.8292352,-0.3005653,-3.9665124
1498,1,0,0,train,-2.1651988,-2.2696793,-14.628064,1.4809082,9.028492,8.266082,0.14320791,-2.08085,2.5466316,0.008810649,-4.056182,0.46293634
925,0,0,0,train,16.625143,3.4847038,2.2147515,1.2243117,-0.5738727,-9.279735,-5.7076445,6.713129,4.7473807,0.33361915,0.44726127,-3.6308997
33,1,0,0,train,-3.9820762,12.283009,-4.480459,-3.9072096,-1.3150513,7.965365,10.47171,-6.8361115,0.36831197,-4.565753,10.193781,-3.2373483
679,0,0,1,train,-13.842719,-8.954884,-5.946926,-1.4708955,-3.568627,-0.57916564,3.205478,-3.852248,3.9725394,4.59517,3.897889,-2.0696495
259,0,0,1,train,-18.421421,-11.444301,2.7274995,-3.7834878,-3.3890119,1.4283713,-2.797619,0.6046685,-0.58709776,4.735847,-0.818879,4.36411
727,0,0,0,train,7.9512806,15.264819,20.42233,5.0759907,-0.9689983,-4.421297,-0.32744753,-1.2439728,4.276917,-1.8995652,-2.5387604,-1.0114363
1016,0,0,0,train,9.74349,-6.948087,5.856008,-4.9001384,2.7167206,-5.4361677,-2.2901912,0.84204745,2.2948933,4.761064,0.6669814,-2.0433207
768,0,1,0,train,11.93945,-3.4452765,5.297913,-4.0182953,-2.8595598,-3.29059,2.1844838,-3.0210516,-4.6149883,1.4548504,8.9111185,3.9543579
1351,0,1,0,train,9.134951,-3.9019892,-6.713065,-2.6739306,2.9136548,-3.323218,-3.5853145,2.1501296,-1.2928419,2.1868186,-2.4528577,3.370329
167,0,1,0,train,6.9000206,-2.3367486,6.4806266,-1.5826671,3.5466406,8.870272,4.380196,1.9302946,-4.077116,-3.835173,10.826814,-1.2260556
378,0,0,1,train,-12.258031,-5.5537124,4.988952,4.392587,3.4837365,5.016018,1.3073139,-1.0892066,10.204968,-1.5648732,-2.1582475,-0.044141132
766,0,0,0,train,2.546747,-8.012362,11.689054,5.1790357,8.033913,1.3409927,3.8057024,5.2543297,8.76117,-2.458347,0.7515902,2.8357356
936,1,1,0,train,9.356012,8.404177,-8.612355,-2.6567833,-2.65491,-0.33060572,5.3659644,6.648122,4.969473,7.222143,2.0531256,2.7943342
651,0,1,0,train,6.935994,-3.4399858,-0.99680424,0.15383337,2.1236145,8.582678,2.9839919,7.7428684,2.346525,-3.9509997,9.342952,3.8125842
294,0,0,1,train,-18.682585,-8.67351,4.025083,-5.9679656,-2.6323164,4.4429064,-2.3053293,1.8866854,-1.8154174,2.6976497,-1.9485173,2.8356376
910,1,0,0,train,3.6429398,-10.407289,-5.7855015,-5.4890723,-1.8336327,-3.338948,-1.2466089,-2.6707318,2.9663274,3.2763362,-1.4655174,-4.4585075
258,0,0,1,train,-15.590616,-16.485268,4.735781,-3.617922,-1.4947925,1.519702,-4.296028,1.0534259,-1.1007661,6.0314193,0.9461911,2.167759
115,1,0,0,train,2.0330322,-9.894853,9.276647,-4.142691,5.266283,5.940161,-1.4807158,0.5534603,-6.420812,-3.354254,4.2788386,-0.8319012
1037,0,0,0,train,11.905585,-3.091458,5.929752,0.10416645,2.9381373,-3.7400167,-1.4146559,0.64771867,2.8072858,2.072798,-1.5443624,1.1316947
811,0,0,1,train,1.470608,-9.9509945,6.1463475,-1.4687494,-1.375605,-4.1122055,4.042715,-0.033121042,-0.21094245,4.159852,1.7419572,-2.0332263
